order_id,customer_id,order_date,ship_date,ship_mode
OR-301403,CU-102908,2022-07-15,2022-07-18,First Class
OR-301404,CU-101820,2024-01-27,2024-01-31,Standard Class
OR-301405,CU-102393,2024-04-21,2024-04-26,Second Class
OR-301406,CU-101059,2024-09-21,2024-09-26,Second Class
OR-301407,CU-101890,2023-05-14,2023-05-20,Same Day
OR-301408,CU-102404,2022-10-20,2022-10-23,Standard Class
OR-301409,CU-100495,2023-02-16,2023-02-17,Same Day
OR-301410,CU-101210,2023-01-01,2023-01-07,Same Day
OR-301411,CU-102946,2024-04-13,2024-04-17,Same Day
OR-301412,CU-100950,2022-05-17,2022-05-20,First Class
OR-301413,CU-102879,2023-12-20,2023-12-21,Second Class
OR-301414,CU-100017,2023-10-27,2023-10-29,Second Class
OR-301415,CU-102726,2022-01-25,2022-01-28,Standard Class
OR-301416,CU-102676,2024-02-28,2024-03-02,First Class
OR-301417,CU-101529,2022-03-15,2022-03-20,Same Day
OR-301418,CU-100102,2022-03-13,2022-03-17,Second Class
OR-301419,CU-102133,2023-05-28,2023-06-02,First Class
OR-301420,CU-100081,2022-05-16,2022-05-21,Same Day
OR-301421,CU-101071,2024-07-09,2024-07-10,Standard Class
OR-301422,CU-102951,2024-06-25,2024-06-26,First Class
OR-301423,CU-101832,2023-09-11,2023-09-16,Standard Class
OR-301424,CU-100074,2023-10-25,2023-10-30,Standard Class
OR-301425,CU-100460,2022-04-09,2022-04-12,Same Day
OR-301426,CU-100432,2023-04-29,2023-04-30,Standard Class
OR-301427,CU-102318,2024-12-08,2024-12-15,Second Class
OR-301428,CU-100917,2022-06-11,2022-06-17,First Class
OR-301429,CU-102053,2024-03-22,2024-03-25,Standard Class
OR-301430,CU-101579,2023-06-06,2023-06-07,Second Class
OR-301431,CU-100148,2024-11-27,2024-11-29,First Class
OR-301432,CU-101527,2024-02-20,2024-02-25,Second Class
OR-301433,CU-101697,2023-04-29,2023-04-30,Second Class
OR-301434,CU-100072,2022-06-30,2022-07-07,Same Day
OR-301435,CU-102631,2023-08-01,2023-08-07,Second Class
OR-301436,CU-100506,2024-12-18,2024-12-22,Same Day
OR-301437,CU-101025,2023-05-21,2023-05-27,Same Day
OR-301438,CU-102639,2023-03-31,2023-04-02,First Class
OR-301439,CU-102017,2024-09-03,2024-09-07,Second Class
OR-301440,CU-100943,2024-03-22,2024-03-28,Same Day
OR-301441,CU-101944,2022-04-25,2022-04-29,Second Class
OR-301442,CU-102919,2024-08-29,2024-09-03,First Class
OR-301443,CU-101190,2023-11-03,2023-11-10,Second Class
OR-301444,CU-100940,2023-11-12,2023-11-18,Standard Class
OR-301445,CU-101730,2022-10-09,2022-10-13,Second Class
OR-301446,CU-100505,2022-02-17,2022-02-24,Standard Class
OR-301447,CU-102441,2022-04-29,2022-05-03,Second Class
OR-301448,CU-100057,2024-11-13,2024-11-14,Standard Class
OR-301449,CU-101614,2024-05-17,2024-05-20,Second Class
OR-301450,CU-101048,2023-02-26,2023-03-05,Second Class
OR-301451,CU-101974,2023-10-23,2023-10-24,Second Class
OR-301452,CU-100377,2023-06-10,2023-06-11,Same Day
OR-301453,CU-102037,2023-07-14,2023-07-18,Second Class
OR-301454,CU-100943,2024-01-25,2024-01-29,Same Day
OR-301455,CU-100591,2024-01-13,2024-01-16,Same Day
OR-301456,CU-102778,2022-05-28,2022-05-30,Same Day
OR-301457,CU-101658,2023-04-30,2023-05-01,Same Day
OR-301458,CU-100260,2023-11-21,2023-11-25,Same Day
OR-301459,CU-100316,2024-03-07,2024-03-10,Standard Class
OR-301460,CU-102584,2023-05-20,2023-05-25,Same Day
OR-301461,CU-101221,2024-11-24,2024-11-29,Standard Class
OR-301462,CU-100429,2023-03-11,2023-03-13,Same Day
OR-301463,CU-102046,2024-09-14,2024-09-15,Second Class
OR-301464,CU-100258,2023-12-25,2024-01-01,Same Day
OR-301465,CU-102457,2022-11-17,2022-11-19,Second Class
OR-301466,CU-102922,2022-12-30,2023-01-04,Second Class
OR-301467,CU-102451,2024-04-19,2024-04-22,Same Day
OR-301468,CU-102803,2022-11-06,2022-11-11,Second Class
OR-301469,CU-101447,2022-04-11,2022-04-16,Standard Class
OR-301470,CU-102014,2023-06-17,2023-06-20,Same Day
OR-301471,CU-102351,2024-04-16,2024-04-18,Second Class
OR-301472,CU-100205,2023-10-24,2023-10-26,Standard Class
OR-301473,CU-101455,2024-09-23,2024-09-27,Second Class
OR-301474,CU-101433,2024-12-09,2024-12-13,First Class
OR-301475,CU-101782,2023-05-13,2023-05-20,First Class
OR-301476,CU-102079,2023-07-16,2023-07-21,Same Day
OR-301477,CU-100767,2022-03-24,2022-03-30,Standard Class
OR-301478,CU-100464,2024-06-16,2024-06-18,Same Day
OR-301479,CU-101922,2022-07-31,2022-08-02,Second Class
OR-301480,CU-101509,2024-08-25,2024-08-28,Standard Class
OR-301481,CU-100779,2024-08-10,2024-08-17,Same Day
OR-301482,CU-101687,2022-02-25,2022-03-02,Same Day
OR-301483,CU-100111,2022-06-17,2022-06-18,Same Day
OR-301484,CU-100973,2022-02-02,2022-02-05,First Class
OR-301485,CU-101810,2023-10-17,2023-10-19,Same Day
OR-301486,CU-102749,2024-10-22,2024-10-25,Standard Class
OR-301487,CU-102859,2022-02-19,2022-02-22,Standard Class
OR-301488,CU-100992,2024-07-10,2024-07-17,Standard Class
OR-301489,CU-102969,2022-12-16,2022-12-19,Standard Class
OR-301490,CU-102167,2024-02-01,2024-02-06,Second Class
OR-301491,CU-101741,2024-11-22,2024-11-23,Same Day
OR-301492,CU-102616,2024-06-24,2024-06-28,Second Class
OR-301493,CU-101332,2024-12-18,2024-12-22,Second Class
OR-301494,CU-100467,2022-02-03,2022-02-10,First Class
OR-301495,CU-101240,2023-05-17,2023-05-18,Same Day
OR-301496,CU-100172,2022-03-26,2022-04-02,First Class
OR-301497,CU-101574,2023-09-28,2023-10-03,First Class
OR-301498,CU-100922,2024-03-17,2024-03-19,Second Class
OR-301499,CU-101114,2024-04-13,2024-04-17,Second Class
OR-301500,CU-102423,2022-02-07,2022-02-10,Same Day
OR-301501,CU-101630,2024-04-12,2024-04-17,Standard Class
OR-301502,CU-101494,2022-04-22,2022-04-23,Same Day
OR-301503,CU-102050,2024-07-15,2024-07-19,Second Class
OR-301504,CU-100152,2022-05-03,2022-05-09,Same Day
OR-301505,CU-102031,2022-07-12,2022-07-16,Standard Class
OR-301506,CU-101761,2023-06-20,2023-06-23,First Class
OR-301507,CU-100469,2023-03-25,2023-03-31,Same Day
OR-301508,CU-102469,2023-01-23,2023-01-30,Second Class
OR-301509,CU-100697,2024-06-10,2024-06-16,Standard Class
OR-301510,CU-101762,2022-11-09,2022-11-16,Standard Class
OR-301511,CU-100542,2024-01-12,2024-01-19,Second Class
OR-301512,CU-102835,2023-01-13,2023-01-19,Second Class
OR-301513,CU-102083,2022-09-11,2022-09-16,First Class
OR-301514,CU-102980,2024-04-05,2024-04-09,First Class
OR-301515,CU-101798,2024-10-23,2024-10-25,Second Class
OR-301516,CU-100845,2022-08-08,2022-08-12,Same Day
OR-301517,CU-102187,2023-03-30,2023-04-01,Second Class
OR-301518,CU-102982,2022-07-16,2022-07-21,Standard Class
OR-301519,CU-101734,2022-10-04,2022-10-09,Standard Class
OR-301520,CU-102517,2024-01-19,2024-01-21,Standard Class
OR-301521,CU-102307,2024-09-18,2024-09-23,Standard Class
OR-301522,CU-101556,2023-12-25,2023-12-26,First Class
OR-301523,CU-101745,2022-07-23,2022-07-30,Second Class
OR-301524,CU-100556,2024-12-08,2024-12-09,Standard Class
OR-301525,CU-100925,2024-08-22,2024-08-24,Standard Class
OR-301526,CU-100726,2023-08-06,2023-08-10,First Class
OR-301527,CU-100625,2023-03-01,2023-03-03,Second Class
OR-301528,CU-101478,2023-07-04,2023-07-08,Standard Class
OR-301529,CU-101104,2024-05-27,2024-05-29,Same Day
OR-301530,CU-100128,2022-04-22,2022-04-28,Second Class
OR-301531,CU-101485,2024-10-21,2024-10-22,First Class
OR-301532,CU-101279,2024-04-10,2024-04-11,Standard Class
OR-301533,CU-102322,2023-03-01,2023-03-02,Same Day
OR-301534,CU-101838,2022-09-05,2022-09-10,First Class
OR-301535,CU-101362,2024-04-25,2024-05-02,Same Day
OR-301536,CU-100977,2024-01-11,2024-01-13,First Class
OR-301537,CU-102159,2024-02-10,2024-02-14,Standard Class
OR-301538,CU-101207,2022-12-10,2022-12-12,First Class
OR-301539,CU-100668,2024-03-17,2024-03-18,First Class
OR-301540,CU-101077,2022-08-26,2022-08-28,First Class
OR-301541,CU-102348,2022-01-02,2022-01-08,Same Day
OR-301542,CU-102663,2022-03-17,2022-03-18,Standard Class
OR-301543,CU-100121,2023-05-16,2023-05-19,Same Day
OR-301544,CU-100608,2023-08-19,2023-08-20,Standard Class
OR-301545,CU-100937,2022-05-08,2022-05-14,Same Day
OR-301546,CU-101384,2022-11-01,2022-11-03,First Class
OR-301547,CU-102830,2023-03-13,2023-03-17,Standard Class
OR-301548,CU-102033,2022-04-04,2022-04-10,Same Day
OR-301549,CU-102041,2023-05-08,2023-05-10,First Class
OR-301550,CU-102056,2024-01-08,2024-01-10,First Class
OR-301551,CU-100877,2024-08-28,2024-08-29,Standard Class
OR-301552,CU-101833,2023-07-05,2023-07-11,Standard Class
OR-301553,CU-102989,2022-11-10,2022-11-14,Same Day
OR-301554,CU-100704,2023-08-13,2023-08-14,Same Day
OR-301555,CU-102826,2024-02-20,2024-02-22,Same Day
OR-301556,CU-101612,2024-10-25,2024-11-01,Second Class
OR-301557,CU-101885,2023-11-12,2023-11-17,Second Class
OR-301558,CU-102826,2023-03-15,2023-03-20,First Class
OR-301559,CU-101041,2023-01-04,2023-01-11,Standard Class
OR-301560,CU-102524,2023-08-12,2023-08-14,First Class
OR-301561,CU-101351,2023-04-09,2023-04-16,Standard Class
OR-301562,CU-101885,2023-12-15,2023-12-19,Second Class
OR-301563,CU-101313,2022-08-01,2022-08-02,Standard Class
OR-301564,CU-101065,2024-04-09,2024-04-14,First Class
OR-301565,CU-101317,2024-08-29,2024-08-30,First Class
OR-301566,CU-100840,2024-09-09,2024-09-14,Second Class
OR-301567,CU-100575,2024-02-09,2024-02-15,Standard Class
OR-301568,CU-102558,2023-04-20,2023-04-21,Same Day
OR-301569,CU-102227,2022-09-10,2022-09-11,Second Class
OR-301570,CU-101800,2024-09-26,2024-09-27,Standard Class
OR-301571,CU-100112,2023-01-02,2023-01-07,Second Class
OR-301572,CU-101520,2024-05-22,2024-05-29,First Class
OR-301573,CU-100066,2024-02-20,2024-02-24,Same Day
OR-301574,CU-102436,2023-05-17,2023-05-21,Second Class
OR-301575,CU-102018,2022-06-08,2022-06-12,Standard Class
OR-301576,CU-101174,2024-01-30,2024-02-04,Second Class
OR-301577,CU-101107,2024-07-08,2024-07-14,First Class
OR-301578,CU-100550,2022-02-19,2022-02-22,Second Class
OR-301579,CU-102200,2022-07-22,2022-07-27,Same Day
OR-301580,CU-101288,2023-06-18,2023-06-19,First Class
OR-301581,CU-101983,2023-07-29,2023-07-30,Second Class
OR-301582,CU-102463,2023-05-13,2023-05-14,Standard Class
OR-301583,CU-100136,2023-12-16,2023-12-22,Standard Class
OR-301584,CU-101469,2023-05-31,2023-06-05,Same Day
OR-301585,CU-100340,2023-01-30,2023-02-04,Standard Class
OR-301586,CU-100092,2023-09-24,2023-09-26,Standard Class
OR-301587,CU-100772,2022-07-27,2022-08-02,Standard Class
OR-301588,CU-101539,2022-07-24,2022-07-28,First Class
OR-301589,CU-102082,2022-05-18,2022-05-25,Standard Class
OR-301590,CU-102439,2022-11-18,2022-11-25,Same Day
OR-301591,CU-102229,2023-06-07,2023-06-11,Second Class
OR-301592,CU-100999,2024-09-06,2024-09-10,Same Day
OR-301593,CU-101255,2024-06-23,2024-06-27,Same Day
OR-301594,CU-102373,2024-10-13,2024-10-20,Standard Class
OR-301595,CU-102709,2023-09-13,2023-09-20,First Class
OR-301596,CU-101155,2022-03-15,2022-03-21,First Class
OR-301597,CU-100991,2023-11-24,2023-11-30,First Class
OR-301598,CU-100657,2024-08-21,2024-08-27,Same Day
OR-301599,CU-102938,2023-07-13,2023-07-20,Second Class
OR-301600,CU-101169,2023-02-07,2023-02-13,First Class
OR-301601,CU-101770,2023-12-28,2023-12-30,Same Day
OR-301602,CU-100711,2023-12-04,2023-12-09,Second Class
OR-301603,CU-102145,2022-05-10,2022-05-12,Second Class
OR-301604,CU-101141,2023-07-31,2023-08-01,Standard Class
OR-301605,CU-102501,2022-08-30,2022-08-31,Second Class
OR-301606,CU-100336,2022-10-25,2022-10-26,Second Class
OR-301607,CU-100631,2023-03-21,2023-03-26,First Class
OR-301608,CU-102170,2024-10-22,2024-10-25,Same Day
OR-301609,CU-102994,2023-01-03,2023-01-10,Same Day
OR-301610,CU-102767,2024-11-12,2024-11-14,Same Day
OR-301611,CU-101099,2022-06-12,2022-06-19,Second Class
OR-301612,CU-101560,2023-10-05,2023-10-07,First Class
OR-301613,CU-100205,2022-10-16,2022-10-17,First Class
OR-301614,CU-100418,2022-05-22,2022-05-24,First Class
OR-301615,CU-101192,2024-03-21,2024-03-23,First Class
OR-301616,CU-100375,2023-03-25,2023-03-29,Standard Class
OR-301617,CU-101127,2023-01-26,2023-01-27,Same Day
OR-301618,CU-102439,2024-09-12,2024-09-19,Standard Class
OR-301619,CU-101694,2022-11-17,2022-11-18,Second Class
OR-301620,CU-101105,2024-05-23,2024-05-27,Standard Class
OR-301621,CU-101133,2024-08-22,2024-08-23,Standard Class
OR-301622,CU-101293,2023-05-12,2023-05-13,Standard Class
OR-301623,CU-100203,2023-11-02,2023-11-05,First Class
OR-301624,CU-101382,2023-06-13,2023-06-14,Second Class
OR-301625,CU-101644,2024-10-04,2024-10-10,Same Day
OR-301626,CU-102577,2022-02-08,2022-02-13,Standard Class
OR-301627,CU-100585,2023-06-06,2023-06-07,Same Day
OR-301628,CU-101565,2022-06-10,2022-06-14,Standard Class
OR-301629,CU-101474,2024-08-25,2024-08-27,Second Class
OR-301630,CU-102199,2022-01-13,2022-01-14,Same Day
OR-301631,CU-100724,2023-04-22,2023-04-25,Standard Class
OR-301632,CU-101899,2023-07-29,2023-08-05,Standard Class
OR-301633,CU-101096,2023-08-10,2023-08-16,Same Day
OR-301634,CU-101465,2024-10-02,2024-10-09,Standard Class
OR-301635,CU-102677,2024-03-26,2024-04-01,Second Class
OR-301636,CU-101624,2023-01-30,2023-02-03,Standard Class
OR-301637,CU-101336,2023-07-20,2023-07-23,Standard Class
OR-301638,CU-101896,2023-02-23,2023-03-02,Same Day
OR-301639,CU-100480,2022-04-25,2022-04-26,Standard Class
OR-301640,CU-102903,2024-12-28,2025-01-02,Same Day
OR-301641,CU-101527,2022-01-11,2022-01-14,First Class
OR-301642,CU-100465,2023-01-21,2023-01-22,Standard Class
OR-301643,CU-100737,2024-09-19,2024-09-22,Standard Class
OR-301644,CU-100643,2023-06-02,2023-06-06,Standard Class
OR-301645,CU-101415,2022-01-28,2022-02-03,First Class
OR-301646,CU-102601,2023-07-02,2023-07-03,Standard Class
OR-301647,CU-100277,2023-11-10,2023-11-14,Second Class
OR-301648,CU-100926,2024-11-12,2024-11-16,Second Class
OR-301649,CU-102468,2022-04-10,2022-04-14,Standard Class
OR-301650,CU-102642,2023-10-03,2023-10-08,Standard Class
OR-301651,CU-102839,2023-02-04,2023-02-05,First Class
OR-301652,CU-101562,2023-04-22,2023-04-29,Standard Class
OR-301653,CU-100424,2024-03-02,2024-03-03,Second Class
OR-301654,CU-101241,2024-08-15,2024-08-16,Same Day
OR-301655,CU-102062,2022-03-01,2022-03-04,Second Class
OR-301656,CU-101482,2022-07-23,2022-07-28,Same Day
OR-301657,CU-101653,2024-07-31,2024-08-05,Second Class
OR-301658,CU-100056,2024-02-14,2024-02-21,Same Day
OR-301659,CU-100669,2024-01-27,2024-01-29,First Class
OR-301660,CU-100255,2024-12-23,2024-12-25,First Class
OR-301661,CU-101058,2023-06-12,2023-06-17,Same Day
OR-301662,CU-101044,2024-05-02,2024-05-09,First Class
OR-301663,CU-102481,2024-09-02,2024-09-08,First Class
OR-301664,CU-102631,2023-11-16,2023-11-22,Second Class
OR-301665,CU-100684,2022-09-02,2022-09-09,Same Day
OR-301666,CU-100159,2023-12-22,2023-12-28,Same Day
OR-301667,CU-102516,2024-09-21,2024-09-26,First Class
OR-301668,CU-102522,2023-07-10,2023-07-11,Same Day
OR-301669,CU-102116,2022-12-02,2022-12-06,Second Class
OR-301670,CU-102306,2024-04-24,2024-04-28,Standard Class
OR-301671,CU-102271,2022-04-17,2022-04-22,First Class
OR-301672,CU-102567,2024-01-19,2024-01-20,Same Day
OR-301673,CU-101168,2024-03-10,2024-03-16,Standard Class
OR-301674,CU-100223,2022-07-16,2022-07-20,First Class
OR-301675,CU-100808,2022-04-26,2022-04-30,Second Class
OR-301676,CU-101832,2022-05-02,2022-05-08,Same Day
OR-301677,CU-101035,2022-01-02,2022-01-08,Second Class
OR-301678,CU-100574,2024-06-01,2024-06-07,First Class
OR-301679,CU-102008,2023-06-24,2023-06-25,Standard Class
OR-301680,CU-101066,2022-05-23,2022-05-29,First Class
OR-301681,CU-102027,2024-07-26,2024-08-01,First Class
OR-301682,CU-102897,2022-04-21,2022-04-24,Same Day
OR-301683,CU-100089,2022-03-07,2022-03-12,Same Day
OR-301684,CU-102475,2024-08-20,2024-08-27,Standard Class
OR-301685,CU-102165,2023-06-19,2023-06-21,First Class
OR-301686,CU-101697,2023-03-20,2023-03-21,Second Class
OR-301687,CU-102982,2022-09-10,2022-09-12,Second Class
OR-301688,CU-102610,2022-11-08,2022-11-09,Standard Class
OR-301689,CU-101519,2022-02-10,2022-02-16,Same Day
OR-301690,CU-101370,2024-07-16,2024-07-18,Standard Class
OR-301691,CU-102412,2024-06-09,2024-06-16,Second Class
OR-301692,CU-100601,2022-02-06,2022-02-07,Same Day
OR-301693,CU-100790,2023-02-24,2023-02-25,Same Day
OR-301694,CU-100388,2024-08-09,2024-08-13,First Class
OR-301695,CU-100702,2024-10-18,2024-10-23,Same Day
OR-301696,CU-100931,2024-11-16,2024-11-22,Standard Class
OR-301697,CU-101576,2023-01-19,2023-01-21,Same Day
OR-301698,CU-102679,2023-07-03,2023-07-10,Standard Class
OR-301699,CU-100304,2023-12-28,2024-01-01,Second Class
OR-301700,CU-102371,2022-08-04,2022-08-07,First Class
OR-301701,CU-100960,2023-07-12,2023-07-13,Standard Class
OR-301702,CU-102844,2023-09-15,2023-09-19,First Class
OR-301703,CU-102975,2022-11-08,2022-11-10,Second Class
OR-301704,CU-100761,2022-08-29,2022-09-01,Same Day
OR-301705,CU-101369,2023-03-28,2023-04-04,Same Day
OR-301706,CU-102600,2024-05-05,2024-05-07,Second Class
OR-301707,CU-100230,2024-09-07,2024-09-08,Standard Class
OR-301708,CU-100425,2023-08-07,2023-08-11,Same Day
OR-301709,CU-101110,2024-05-10,2024-05-17,Standard Class
OR-301710,CU-102916,2024-08-18,2024-08-22,Second Class
OR-301711,CU-102850,2023-04-25,2023-04-26,Standard Class
OR-301712,CU-102997,2024-12-04,2024-12-05,First Class
OR-301713,CU-101661,2023-09-24,2023-09-29,Standard Class
OR-301714,CU-100887,2022-08-05,2022-08-08,Same Day
OR-301715,CU-100305,2023-05-10,2023-05-14,Standard Class
OR-301716,CU-101250,2023-07-31,2023-08-05,First Class
OR-301717,CU-100402,2023-04-02,2023-04-07,First Class
OR-301718,CU-100657,2024-06-07,2024-06-14,Standard Class
OR-301719,CU-100204,2024-05-15,2024-05-22,Standard Class
OR-301720,CU-100008,2024-04-18,2024-04-25,Same Day
OR-301721,CU-101411,2022-11-11,2022-11-14,Standard Class
OR-301722,CU-100264,2024-11-30,2024-12-07,Same Day
OR-301723,CU-100623,2023-09-28,2023-10-03,First Class
OR-301724,CU-100548,2022-10-24,2022-10-28,Same Day
OR-301725,CU-102140,2022-01-09,2022-01-10,Standard Class
OR-301726,CU-100838,2024-08-21,2024-08-24,Standard Class
OR-301727,CU-101141,2023-04-26,2023-04-29,Second Class
OR-301728,CU-102359,2024-06-04,2024-06-07,Same Day
OR-301729,CU-101335,2024-12-07,2024-12-08,First Class
OR-301730,CU-101805,2023-01-04,2023-01-09,Second Class
OR-301731,CU-102894,2022-06-19,2022-06-23,Same Day
OR-301732,CU-101169,2024-06-27,2024-07-01,First Class
OR-301733,CU-100754,2022-06-04,2022-06-11,Second Class
OR-301734,CU-100799,2024-09-23,2024-09-30,Same Day
OR-301735,CU-101050,2023-07-05,2023-07-12,Second Class
OR-301736,CU-100817,2024-11-28,2024-12-04,Second Class
OR-301737,CU-102076,2024-02-04,2024-02-10,Same Day
OR-301738,CU-100051,2024-01-08,2024-01-12,First Class
OR-301739,CU-102125,2024-02-25,2024-03-03,Standard Class
OR-301740,CU-100714,2023-02-23,2023-03-01,Same Day
OR-301741,CU-102287,2024-11-01,2024-11-04,First Class
OR-301742,CU-100916,2022-05-29,2022-06-04,Standard Class
OR-301743,CU-100191,2024-08-18,2024-08-23,Same Day
OR-301744,CU-100374,2023-04-13,2023-04-14,Standard Class
OR-301745,CU-100437,2022-09-30,2022-10-01,Same Day
OR-301746,CU-100575,2024-10-08,2024-10-15,First Class
OR-301747,CU-100099,2024-04-28,2024-04-30,Standard Class
OR-301748,CU-100284,2024-07-30,2024-08-04,Second Class
OR-301749,CU-102293,2022-07-06,2022-07-13,First Class
OR-301750,CU-102885,2023-04-29,2023-05-06,Same Day
OR-301751,CU-102591,2023-08-02,2023-08-05,Standard Class
OR-301752,CU-101437,2023-04-14,2023-04-16,Second Class
OR-301753,CU-100145,2024-01-14,2024-01-20,Standard Class
OR-301754,CU-100382,2023-02-17,2023-02-20,Same Day
OR-301755,CU-100113,2023-09-04,2023-09-05,Same Day
OR-301756,CU-101602,2024-01-13,2024-01-14,Standard Class
OR-301757,CU-101189,2024-03-06,2024-03-13,First Class
OR-301758,CU-101425,2022-08-04,2022-08-09,Standard Class
OR-301759,CU-100385,2024-03-12,2024-03-18,Second Class
OR-301760,CU-102203,2024-10-19,2024-10-26,Second Class
OR-301761,CU-100329,2022-03-03,2022-03-10,Second Class
OR-301762,CU-100263,2023-08-31,2023-09-03,First Class
OR-301763,CU-101041,2022-10-04,2022-10-11,Same Day
OR-301764,CU-101069,2023-10-25,2023-10-26,Standard Class
OR-301765,CU-101486,2022-12-14,2022-12-17,First Class
OR-301766,CU-102359,2023-12-11,2023-12-14,Standard Class
OR-301767,CU-100423,2022-02-23,2022-03-02,Second Class
OR-301768,CU-100195,2023-06-20,2023-06-23,Standard Class
OR-301769,CU-100635,2023-12-31,2024-01-04,Standard Class
OR-301770,CU-102165,2022-11-10,2022-11-13,First Class
OR-301771,CU-100500,2024-12-19,2024-12-20,First Class
OR-301772,CU-100061,2023-04-06,2023-04-13,Standard Class
OR-301773,CU-102851,2022-05-14,2022-05-19,Standard Class
OR-301774,CU-100143,2023-12-26,2023-12-30,First Class
OR-301775,CU-102833,2023-10-13,2023-10-19,First Class
OR-301776,CU-102599,2022-06-11,2022-06-16,Standard Class
OR-301777,CU-100615,2024-11-04,2024-11-08,Same Day
OR-301778,CU-102953,2022-06-27,2022-07-02,Standard Class
OR-301779,CU-100307,2023-01-21,2023-01-24,Same Day
OR-301780,CU-100267,2022-08-11,2022-08-17,First Class
OR-301781,CU-100794,2022-05-12,2022-05-18,Standard Class
OR-301782,CU-101498,2024-08-28,2024-09-02,Standard Class
